"","SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total."
"679",109734,2005,2011,4,572,1,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"680",83185,1992,2011,5,644,16,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"681",104867,1993,2011,5,644,18,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"682",89380,1992,2011,5,644,19,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"683",114159,1993,2011,5,644,18,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"684",114159,2005,2011,5,572,1,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"685",102212,2005,2011,5,572,12,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"686",102212,2005,2011,5,572,7,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"687",84070,1993,2011,5,644,9,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"688",106194,1993,2011,6,644,17,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"689",119469,2003,2011,7,907,5,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"690",97345,1992,2011,7,914,18,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"691",121681,2005,2011,7,572,18,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"692",92920,1992,2011,7,644,14,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"693",94690,1992,2011,7,644,15,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"694",84955,1992,2011,7,644,5,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"695",117699,1993,2011,8,644,9,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"696",112389,1993,2011,8,644,3,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"697",117699,2005,2011,8,572,11,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"698",116814,1993,2011,8,644,4,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"699",115044,2005,2011,9,572,1,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"700",96460,1993,2011,9,644,1,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"701",123008,2005,2011,9,572,6,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"702",99557,1993,2011,9,644,1,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"703",119469,1997,2011,10,914,15,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"704",117699,1993,2011,10,644,16,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"705",120353,1993,2011,10,644,15,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"706",112831,1993,2011,10,644,4,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"707",106194,1992,2011,11,914,14,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"708",124778,2005,2011,11,572,4,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"709",119469,1993,2011,11,644,14,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"710",101769,1992,2011,11,644,10,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"711",100000,1992,2011,11,644,10,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"712",85398,1997,2011,12,644,10,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"713",84070,1992,2011,12,576,13,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"714",108849,2005,2012,1,572,2,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"715",117699,1993,2012,1,644,17,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"716",118584,1993,2012,1,644,10,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"717",84070,1997,2012,2,644,6,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"718",87610,1997,2012,2,644,11,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"719",123893,1993,2012,2,914,23,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"720",113274,1993,2012,2,644,1,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"721",111504,1978,2012,2,779,6,"corridor","individual_heating","self_management","87.0","0.0","0~5min","0-5min","2.0","1.0","4.0","Kyungbuk_uni_hospital","3.0",2,"1.0","1.0","0.0","0.0","3.0","3.0","3.0","2.0",3,"7.0","11.0"
"722",88495,1997,2012,3,644,13,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"723",95132,1992,2012,3,644,7,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"724",117256,1993,2012,3,644,14,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"725",119469,2005,2012,3,572,4,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"726",111504,1993,2012,3,644,3,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"727",88495,1997,2012,4,644,14,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"728",84955,1992,2012,4,640,3,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"729",123893,1993,2012,4,644,11,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"730",115044,1993,2012,4,644,20,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"731",91150,1992,2012,4,644,11,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"732",86725,1997,2012,5,644,13,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"733",106194,1986,2012,5,793,16,"corridor","individual_heating","management_in_trust","100.0","18.0","0~5min","5min~10min","1.0","1.0","2.0","Sin-nam","5.0",1,"2.0","1.0","1.0","1.0","6.0","2.0","3.0","2.0",3,"11.0","13.0"
"734",118584,1993,2012,5,644,20,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"735",85840,1992,2012,5,640,15,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"736",84070,1992,2012,5,640,5,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"737",96460,1992,2012,6,640,7,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"738",124778,2005,2012,6,572,4,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"739",115486,1993,2012,6,644,6,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"740",119469,1993,2012,6,644,8,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"741",123893,2003,2012,7,907,7,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"742",117699,1993,2012,7,644,18,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"743",107964,1992,2012,7,644,11,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"744",109292,1992,2012,7,644,13,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"745",105309,1992,2012,9,644,10,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"746",108849,1997,2012,10,644,12,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"747",91592,1992,2012,10,576,8,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"748",123893,1993,2012,10,644,2,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"749",117256,1992,2012,10,644,11,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"750",88938,1992,2012,10,576,13,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"751",92920,1997,2012,11,644,13,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"752",124778,1993,2012,11,644,3,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"753",118584,1992,2012,11,644,4,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"754",112389,1992,2012,12,640,11,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"755",111504,1997,2013,1,914,2,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"756",92920,1997,2013,1,644,15,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"757",84070,1992,2013,1,576,13,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"758",86725,1985,2013,2,587,5,"corridor","individual_heating","self_management","80.0","76.0","0~5min","5min~10min","1.0","2.0","2.0","Daegu","5.0",1,"2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0",3,"12.0","4.0"
"759",88495,1992,2013,2,640,5,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"760",101769,1992,2013,3,644,11,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"761",92920,1992,2013,3,576,1,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"762",90265,1997,2013,5,644,13,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"763",123893,1992,2013,5,644,9,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"764",115044,1992,2013,5,644,2,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"765",122123,1992,2013,5,644,7,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"766",86725,1997,2013,6,558,15,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"767",110619,1992,2013,8,640,8,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"768",106194,1992,2013,8,644,4,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"769",119026,1992,2013,8,576,4,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"770",94955,1985,2013,9,676,6,"corridor","individual_heating","self_management","80.0","76.0","0~5min","5min~10min","1.0","2.0","2.0","Daegu","5.0",1,"2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0",3,"12.0","4.0"
"771",119469,1992,2013,9,644,11,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"772",97345,1997,2013,10,558,10,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
"773",93805,1985,2013,10,587,7,"corridor","individual_heating","self_management","80.0","76.0","0~5min","5min~10min","1.0","2.0","2.0","Daegu","5.0",1,"2.0","1.0","2.0","1.0","2.0","1.0","1.0","0.0",3,"12.0","4.0"
"774",122123,1992,2013,10,644,13,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"775",116814,1992,2013,10,644,7,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"776",118584,1992,2013,10,644,8,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"777",103539,1992,2013,10,576,2,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"778",109734,1992,2013,10,576,13,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"779",83185,1986,2013,11,547,2,"corridor","individual_heating","management_in_trust","100.0","18.0","0~5min","5min~10min","1.0","1.0","2.0","Sin-nam","5.0",1,"2.0","1.0","1.0","1.0","6.0","2.0","3.0","2.0",3,"11.0","13.0"
"780",99115,1992,2013,11,576,12,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"781",116814,1992,2013,11,576,11,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"782",106194,1992,2014,1,640,12,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"783",111061,1992,2014,1,576,9,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"784",116814,1992,2014,1,640,10,"corridor","individual_heating","management_in_trust","200.0","0.0","5min~10min","10min~15min","3.0","5.0","10.0","Myung-duk","7.0",1,"1.0","1.0","5.0","1.0","4.0","3.0","5.0","5.0",3,"16.0","17.0"
"785",96017,2014,2014,2,288,4,"corridor","individual_heating","management_in_trust","11.0","108.0","0~5min","5min~10min","1.0","3.0","0.0","Banwoldang","3.0",1,"2.0","1.0","0.0","1.0","2.0","2.0","2.0","2.0",2,"8.0","8.0"
"786",123893,1992,2014,2,644,3,"mixed","individual_heating","self_management","142.0","79.0","5min~10min","15min~20min","3.0","4.0","8.0","Myung-duk","5.0",1,"1.0","1.0","1.0","0.0","3.0","3.0","4.0","4.0",3,"9.0","14.0"
"787",104424,1997,2014,3,558,3,"mixed","individual_heating","management_in_trust","82.0","56.0","5min~10min","15min~20min","1.0","2.0","4.0","Chil-sung-market","7.0",1,"2.0","1.0","1.0","1.0","4.0","0.0","0.0","3.0",5,"13.0","7.0"
