"","Prix_Vente","Année_Construction","Année_Vente","Mois_Vente","Surface","Niveau_Etage","TCouloir","TChauffage","TGestion","Nb_Parking_Surface","Nb_Parking_Sous_Sol","Temps_Bus","Nb_Appartment_Batiment","Nb_Gestionnaire","Nb_Ascenseurs","Station_Metro","Nb_Bureau_Publics","Nb_Hopitaux","Nb_Grands_Magasins","N_FacilitiesNearBy.Mall.","Nb_AUtres_Proximité","Nb_Parcs","Nb_Ecoles_Primaires","Nb_Ecoles_Colléges","Nb_Ecoles_Lycée","Nb_Ecoles_Universités","Nb_Installations","Nb_Total_Proximité","Nb_Total_Ecoles"
"445",53982,2014,2016,2,135,19,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"446",80530,1992,2016,2,355,10,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"447",53982,2014,2016,3,135,12,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"448",72566,1992,2016,4,355,10,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"449",81415,1992,2016,4,355,14,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"450",62831,2014,2016,6,156,14,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"451",55752,2014,2016,6,135,19,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"452",55309,2014,2016,7,135,18,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"453",79646,1992,2016,7,355,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"454",54867,2014,2016,8,135,19,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"455",60176,2014,2016,8,160,19,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"456",55752,2014,2016,8,135,14,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"457",59911,2014,2016,9,156,17,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"458",55663,2014,2016,9,135,13,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"459",65486,1992,2016,9,355,1,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"460",81415,1992,2016,9,355,6,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"461",73451,1985,2016,11,498,4,"corridor","individual_heating","self_management",80,76,"0~5min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4
"462",60176,2014,2016,11,156,17,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"463",77876,1992,2016,11,355,13,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"464",74955,2014,2017,1,213,15,"corridor","individual_heating","management_in_trust",11,108,"0~5min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"465",57522,2014,2017,2,156,14,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"466",56637,2014,2017,2,135,11,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"467",57522,2014,2017,3,156,15,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"468",68141,1992,2017,3,355,1,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"469",59292,2014,2017,4,156,13,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"470",75221,2014,2017,4,192,13,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"471",77876,1992,2017,5,355,15,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"472",78761,1992,2017,5,355,15,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"473",55752,2014,2017,6,138,18,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"474",53982,2014,2017,6,135,18,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"475",71681,2014,2017,6,192,11,"corridor","individual_heating","self_management",0,218,"10min~15min",1,4,0,"no_subway_nearby",4,1,0,0,1,0,0,0,0,1,1,6,1
"476",81858,1992,2017,7,355,11,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"477",82300,1992,2017,7,355,2,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"478",70796,1992,2017,8,355,6,"corridor","individual_heating","management_in_trust",200,0,"5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17
"479",72566,2014,2017,8,213,15,"corridor","individual_heating","management_in_trust",11,108,"0~5min",1,3,0,"Banwoldang",3,1,2,1,0,1,2,2,2,2,2,8,8
"480",84070,1993,2007,8,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"481",83185,1992,2007,8,644,13,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"482",93362,1986,2007,9,910,7,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"483",120796,1993,2007,9,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"484",85840,1993,2007,10,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"485",98230,1993,2007,10,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"486",95575,1993,2007,10,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"487",95132,1986,2007,11,910,15,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"488",110619,1993,2007,11,914,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"489",86725,1993,2007,11,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"490",88495,1993,2007,11,644,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"491",94690,1986,2007,12,910,16,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"492",92035,1993,2007,12,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"493",115044,1993,2007,12,914,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"494",97345,1993,2007,12,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"495",112389,1997,2008,1,914,11,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"496",84070,1993,2008,1,644,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"497",91150,1993,2008,1,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"498",86283,1993,2008,1,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"499",119292,1986,2008,1,914,4,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"500",110619,1997,2008,2,914,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"501",93805,1986,2008,2,910,11,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"502",101327,1993,2008,2,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"503",115929,1997,2008,3,914,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"504",123893,2003,2008,3,907,7,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"505",92035,1993,2008,3,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"506",122389,1993,2008,3,914,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"507",123893,1993,2008,3,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"508",85132,1993,2008,4,644,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"509",89380,1993,2008,4,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"510",92035,1993,2008,6,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"511",121238,1993,2008,7,914,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"512",92035,1993,2008,7,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"513",123008,1986,2008,7,1131,1,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"514",84070,1993,2008,8,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"515",92035,1993,2008,8,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"516",90265,1993,2008,8,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"517",115044,1993,2008,8,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"518",90707,1993,2008,8,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"519",123008,2003,2008,9,907,8,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"520",1e+05,1986,2008,9,910,16,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"521",90707,1993,2008,9,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"522",112831,1993,2008,9,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"523",82743,1993,2008,9,644,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"524",91150,1993,2008,9,644,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"525",92920,1986,2008,10,910,11,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"526",119469,1993,2008,10,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"527",115044,1993,2008,10,914,18,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"528",123893,1986,2008,10,1131,2,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"529",91150,1986,2008,11,910,13,"corridor","individual_heating","management_in_trust",100,18,"0~5min",1,1,2,"Sin-nam",5,1,2,1,1,1,6,2,3,2,3,11,13
"530",84070,1993,2008,11,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"531",115044,1993,2008,11,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"532",123451,2005,2008,11,743,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"533",123893,1993,2008,11,914,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"534",115044,1993,2008,11,914,5,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"535",95575,1993,2008,12,644,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"536",121238,1993,2008,12,914,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"537",90265,1993,2009,1,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"538",84070,1993,2009,1,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"539",123893,1993,2009,2,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"540",101769,1997,2009,3,914,4,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"541",110619,1993,2009,3,914,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"542",92035,1993,2009,3,644,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"543",123893,1993,2009,3,914,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"544",110619,1993,2009,3,914,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"545",123893,2005,2009,3,743,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"546",88495,1993,2009,4,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"547",84070,1992,2009,4,914,3,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"548",87610,1993,2009,5,644,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"549",119469,1993,2009,5,914,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"550",121681,2005,2009,5,743,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"551",123893,1978,2009,5,903,6,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"552",115044,1993,2009,6,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"553",115044,2006,2009,7,636,7,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"554",119469,2005,2009,7,743,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"555",112389,1993,2009,7,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"556",118584,1993,2009,7,914,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"557",110619,1993,2009,7,914,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"558",123008,2003,2009,8,907,8,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"559",83628,1993,2009,8,644,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"560",121238,1993,2009,8,914,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"561",93362,1993,2009,8,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"562",86725,1993,2009,8,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"563",122123,2005,2009,8,743,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"564",123893,1993,2009,8,914,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"565",123893,1993,2009,9,914,23,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"566",91150,1993,2009,9,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"567",123008,1993,2009,9,914,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"568",124778,1993,2009,9,914,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"569",106194,1992,2009,9,914,6,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"570",122123,1993,2009,9,914,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"571",83185,1993,2009,9,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"572",90265,1993,2009,9,644,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"573",92035,1993,2009,9,644,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"574",123893,1993,2009,10,914,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"575",95575,1993,2009,10,644,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"576",124778,2005,2009,10,743,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"577",103539,1978,2009,10,903,3,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"578",83185,1997,2009,11,644,13,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"579",92920,1980,2009,11,1060,2,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"580",107522,1992,2009,11,914,12,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"581",83185,1993,2009,11,644,20,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"582",92920,1993,2009,11,644,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"583",106194,1993,2009,12,914,1,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"584",91592,1993,2009,12,644,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"585",97345,1993,2009,12,644,11,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"586",123893,1993,2009,12,914,12,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"587",115044,1993,2009,12,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"588",96460,1993,2010,1,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"589",86725,1993,2010,1,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"590",110619,1992,2010,2,914,18,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"591",118584,1993,2010,2,914,2,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"592",123893,1992,2010,2,1448,6,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"593",88495,1993,2010,2,644,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"594",123893,1993,2010,2,914,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"595",101769,1992,2010,2,914,9,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"596",115044,1978,2010,2,871,8,"corridor","individual_heating","self_management",87,0,"0~5min",2,1,4,"Kyungbuk_uni_hospital",3,2,1,1,0,0,3,3,3,2,3,7,11
"597",115486,1997,2010,3,914,10,"mixed","individual_heating","management_in_trust",82,56,"5min~10min",1,2,4,"Chil-sung-market",7,1,2,1,1,1,4,0,0,3,5,13,7
"598",106194,2009,2010,3,910,4,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"599",110176,1993,2010,3,914,3,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"600",92035,1993,2010,3,644,6,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"601",109292,1992,2010,3,914,5,"mixed","individual_heating","self_management",142,79,"5min~10min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14
"602",123451,1993,2010,3,914,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
